data,date,time,alertDate,category,category_desc,matrix_id,rid
Avivim,2026-03-11,17:53:26.0,2026-03-11T17:53:00.0,13,The event has ended,10,452165
Rosh Pinna,2026-03-11,17:53:26.0,2026-03-11T17:53:00.0,13,The event has ended,10,452164
Safed - City,2026-03-11,17:53:26.0,2026-03-11T17:53:00.0,13,The event has ended,10,452163
Machanaim,2026-03-11,17:53:26.0,2026-03-11T17:53:00.0,13,The event has ended,10,452162
Hatzor HaGlilit,2026-03-11,17:53:26.0,2026-03-11T17:53:00.0,13,The event has ended,10,452161
Biriyeh,2026-03-11,17:53:26.0,2026-03-11T17:53:00.0,13,The event has ended,10,452160
Meron,2026-03-11,17:43:51.0,2026-03-11T17:44:00.0,2,Hostile aircraft intrusion,6,452159
Rosh Pinna,2026-03-11,17:43:51.0,2026-03-11T17:44:00.0,2,Hostile aircraft intrusion,6,452158
Machanaim landing pad,2026-03-11,17:43:47.0,2026-03-11T17:44:00.0,2,Hostile aircraft intrusion,6,452157
Sassa,2026-03-11,17:43:47.0,2026-03-11T17:44:00.0,2,Hostile aircraft intrusion,6,452156
Marom HaGalil Regional Center,2026-03-11,17:43:45.0,2026-03-11T17:44:00.0,2,Hostile aircraft intrusion,6,452155
Bar Yochai,2026-03-11,17:43:41.0,2026-03-11T17:44:00.0,2,Hostile aircraft intrusion,6,452154
Safed - City,2026-03-11,17:43:41.0,2026-03-11T17:44:00.0,2,Hostile aircraft intrusion,6,452153
Machanaim,2026-03-11,17:43:41.0,2026-03-11T17:44:00.0,2,Hostile aircraft intrusion,6,452152
Biriyeh,2026-03-11,17:43:41.0,2026-03-11T17:44:00.0,2,Hostile aircraft intrusion,6,452151
Or HaGanuz,2026-03-11,17:43:39.0,2026-03-11T17:44:00.0,2,Hostile aircraft intrusion,6,452150
Zivon,2026-03-11,17:43:37.0,2026-03-11T17:44:00.0,2,Hostile aircraft intrusion,6,452149
Mishmar HaYarden,2026-03-11,17:43:35.0,2026-03-11T17:44:00.0,2,Hostile aircraft intrusion,6,452148
Hatzor HaGlilit,2026-03-11,17:43:35.0,2026-03-11T17:44:00.0,2,Hostile aircraft intrusion,6,452147
Kadita,2026-03-11,17:43:33.0,2026-03-11T17:44:00.0,2,Hostile aircraft intrusion,6,452146
Safsufa (Kfar Hoshen),2026-03-11,17:43:33.0,2026-03-11T17:44:00.0,2,Hostile aircraft intrusion,6,452145
Sdeh Eliezer,2026-03-11,17:43:32.0,2026-03-11T17:44:00.0,2,Hostile aircraft intrusion,6,452144
Ramot Naftali,2026-03-11,17:43:32.0,2026-03-11T17:44:00.0,2,Hostile aircraft intrusion,6,452143
Rehaniya,2026-03-11,17:43:32.0,2026-03-11T17:44:00.0,2,Hostile aircraft intrusion,6,452142
Amuka,2026-03-11,17:43:32.0,2026-03-11T17:44:00.0,2,Hostile aircraft intrusion,6,452141
Alma,2026-03-11,17:43:32.0,2026-03-11T17:44:00.0,2,Hostile aircraft intrusion,6,452140
Malkia,2026-03-11,17:43:32.0,2026-03-11T17:44:00.0,2,Hostile aircraft intrusion,6,452139
Kerem Ben Zimra,2026-03-11,17:43:32.0,2026-03-11T17:44:00.0,2,Hostile aircraft intrusion,6,452138
Yir'on,2026-03-11,17:43:32.0,2026-03-11T17:44:00.0,2,Hostile aircraft intrusion,6,452137
Dalton,2026-03-11,17:43:32.0,2026-03-11T17:44:00.0,2,Hostile aircraft intrusion,6,452136
Dishon,2026-03-11,17:43:32.0,2026-03-11T17:44:00.0,2,Hostile aircraft intrusion,6,452135
Dovev,2026-03-11,17:43:32.0,2026-03-11T17:44:00.0,2,Hostile aircraft intrusion,6,452134
Jish (Gush Halav),2026-03-11,17:43:32.0,2026-03-11T17:44:00.0,2,Hostile aircraft intrusion,6,452133
Baram,2026-03-11,17:43:32.0,2026-03-11T17:44:00.0,2,Hostile aircraft intrusion,6,452132
Ayelet HaShachar,2026-03-11,17:43:32.0,2026-03-11T17:44:00.0,2,Hostile aircraft intrusion,6,452131
Ramat Dalton Industrial Zone,2026-03-11,17:43:32.0,2026-03-11T17:44:00.0,2,Hostile aircraft intrusion,6,452130
Avivim,2026-03-11,17:43:32.0,2026-03-11T17:44:00.0,2,Hostile aircraft intrusion,6,452129
Iftach,2026-03-11,17:43:01.0,2026-03-11T17:43:00.0,1,Missiles,1,452128
Shtula,2026-03-11,14:49:24.0,2026-03-11T14:49:00.0,13,The event has ended,10,452127
Shomera,2026-03-11,14:49:24.0,2026-03-11T14:49:00.0,13,The event has ended,10,452126
Arab al-Aramshe,2026-03-11,14:49:24.0,2026-03-11T14:49:00.0,13,The event has ended,10,452125
Ya'ara,2026-03-11,14:49:24.0,2026-03-11T14:49:00.0,13,The event has ended,10,452124
Zarit,2026-03-11,14:49:24.0,2026-03-11T14:49:00.0,13,The event has ended,10,452123
Even Menachem,2026-03-11,14:49:24.0,2026-03-11T14:49:00.0,13,The event has ended,10,452122
Zarit,2026-03-11,14:38:59.0,2026-03-11T14:39:00.0,1,Missiles,1,452121
Arab al-Aramshe,2026-03-11,14:38:10.0,2026-03-11T14:38:00.0,2,Hostile aircraft intrusion,6,452120
Ya'ara,2026-03-11,14:38:10.0,2026-03-11T14:38:00.0,2,Hostile aircraft intrusion,6,452119
Even Menachem,2026-03-11,14:38:09.0,2026-03-11T14:38:00.0,2,Hostile aircraft intrusion,6,452118
Shomera,2026-03-11,14:38:03.0,2026-03-11T14:38:00.0,2,Hostile aircraft intrusion,6,452117
Shtula,2026-03-11,14:38:01.0,2026-03-11T14:38:00.0,2,Hostile aircraft intrusion,6,452116
Zarit,2026-03-11,14:37:56.0,2026-03-11T14:38:00.0,2,Hostile aircraft intrusion,6,452115
Einot Kedem,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452114
Neveh Erez,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452113
Mitzpor Fatsa'el,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452112
Mitzpe Danny,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452111
Malachei HaShalom,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452110
Havat Rosh Teena,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452109
Havat Priel,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452108
Havat Amiel,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452107
Havat Nahalat Tzvi,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452106
Havat Ma'ale Ahuvia,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452105
Havat Malkiel,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452104
Havat Yenon,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452103
Havat Yad HaShomer,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452102
Havat Hanina,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452101
Rashash Farm,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452100
Havat Ganot,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452099
Havat Bnayahu,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452098
Asa'el's Farm,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452097
Menachem's Farm,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452096
Yaya's Farm,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452095
Zohar's Farm,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452094
Uri Cohen's Farm,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452093
Bitronot,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452092
Beni Adam,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452091
Aira Shachar,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452090
Shlomtsiyon,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452089
Tomer,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452088
Shadmot Mechola,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452087
Rimonim,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452086
Rotem,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452085
Roee,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452084
Kida,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452083
Petza'el,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452082
Adei Ad,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452081
Netiv HaGdud,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452080
Niran,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452079
Na'ama,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452078
Maskiot,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452077
Masua,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452076
Ma'aleh Michmash,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452075
Ma'aleh Ephraim,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452074
Mekhora,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452073
Mehola,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452072
Mevuot Yericho,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452071
Kokhav HaShahar,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452070
Yafit,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452069
Yitav,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452068
Hamra,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452067
Hemdat,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452066
Gilgal,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452065
Gitit,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452064
Geva Binyamin,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452063
Beka'ot,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452062
Argaman,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452061
Sde Efrayim,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452060
Ramat Migron,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452059
Ofarim,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452058
Neria,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452057
Nofei Nehemiah,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452056
Elisha preparatory,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452055
Migron,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452054
Kerem Reim,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452053
Yevo Dodi,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452052
Tal Menashe,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452051
Horasha,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452050
Hermesh South,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452049
Homesh,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452048
Havat Shaharit,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452047
Havat Shuviel,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452046
Havat Sade,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452045
Havat Zrida,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452044
Havat Olam Hesed,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452043
Havat Hanal Shilo,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452042
Havat Nof Avi,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452041
Havat Neve Zuf,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452040
Havat Marom Shmuel,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452039
Havat Maginzi,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452038
Havat Megadlim,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452037
Havat Elchai,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452036
Havat El Naveh,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452035
Havat Avia,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452034
Dorot Illit,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452033
Gofna,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452032
Givat Porat Yosef,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452031
Givat Ha-Roe,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452030
Esh Kodesh,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452029
Ariel,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452028
Achita,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452027
Evyatar,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452026
Tel Zion,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452025
Shaked,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452024
Shilo,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452023
Shavei Shomron,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452022
Shvut Rachel,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452021
Reihan,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452020
Rechelim,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452019
Kdumim,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452018
Psagot,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452017
Paduel,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452016
Ofra,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452015
Einav,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452014
Amichai,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452013
Eli,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452012
Alei Zahav - Leshem,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452011
Atteret,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452010
Na'aleh,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452009
Nili,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452008
Nachliel,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452007
Neveh Tzuf,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452006
Ma'aleh Levona,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452005
Megadlim,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452004
Mevo Dotan,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452003
Kfar Tapuach,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452002
Kokhav Ya'akov,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452001
Itzhar,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,452000
Talmon,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,451999
Hermesh,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,451998
Hinanit,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,451997
Havat Gil'ad,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,451996
Havat Avihai,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,451995
Har Bracha,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,451994
Dolev,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,451993
Givat Harel,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,451992
Giv'at Asaf,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,451991
Brukhin,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,451990
Beit Horon,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,451989
Beit Arie,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,451988
Beit El,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,451987
Elon Moreh,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,451986
Itamar,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,451985
Sha'ar Binyamin Industrial Zone,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,451984
Shahak industrial park,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,451983
Barkan Industrial Park,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,451982
Bar On Industrial Zone,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,451981
Ariel Industrial Park,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,451980
Avnei Hefetz,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,451979
Revava,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,451978
Karnei Shomron,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,451977
Kiryat Netafim,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,451976
Immanuel,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,451975
Nofim,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,451974
Yakir,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,451973
Havat Yair,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,451972
Barkan,2026-03-11,14:05:16.0,2026-03-11T14:05:00.0,13,The event has ended,10,451971
Southern Sharon Regional Center,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451970
Tnuvot,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451969
Ein HaHoresh,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451968
Olesh,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451967
Neurim,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451966
Nitzanei Oz,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451965
Nordia,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451964
Mishmar HaSharon,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451963
Ma'abarot,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451962
Oranit Terminal,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451961
Mikhmoret,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451960
Kfar Monash,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451959
Kfar Yona,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451958
Kfar Yedidia,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451957
Kfar Haim,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451956
Kfar Vitkin,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451955
Kfar HaRoeh,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451954
Yanuv,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451953
Yad Hana,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451952
Herev Le'Et,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451951
Haniel,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451950
Hibat Zion,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451949
Hofit,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451948
Hogla,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451947
Havatzelet HaSharon and Tzukei Yam,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451946
Zemer,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451945
HaOgen,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451944
Ruppin Academic Center,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451943
HaMa'apil,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451942
Hadar Am,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451941
Ginot Hadar,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451940
Gan Yoshia,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451939
Givat Shapira,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451938
Givat Haim (Meuhad),2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451937
Givat Haim (Ihud),2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451936
Geulei Teiman,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451935
Bat Hefer,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451934
Bat Chen,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451933
Bitan Aharon,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451932
Beit Yithak - Sha'ar Hefer,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451931
Beit Yannai,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451930
Beit Herut,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451929
Beit HaLevi,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451928
Bahan,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451927
Burgata,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451926
Be'erotaim,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451925
Amatz,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451924
Elyashiv,2026-03-11,14:05:15.0,2026-03-11T14:05:00.0,13,The event has ended,10,451923
