data,date,time,alertDate,category,category_desc,matrix_id,rid
Kedma,2026-03-12,09:27:24.0,2026-03-12T09:27:00.0,1,Missiles,1,464656
Sgula,2026-03-12,09:27:24.0,2026-03-12T09:27:00.0,1,Missiles,1,464655
Nir Banim,2026-03-12,09:27:24.0,2026-03-12T09:27:00.0,1,Missiles,1,464654
Nachla,2026-03-12,09:27:24.0,2026-03-12T09:27:00.0,1,Missiles,1,464653
Menucha,2026-03-12,09:27:24.0,2026-03-12T09:27:00.0,1,Missiles,1,464652
Lakhish,2026-03-12,09:27:24.0,2026-03-12T09:27:00.0,1,Missiles,1,464651
Zrahia,2026-03-12,09:27:24.0,2026-03-12T09:27:00.0,1,Missiles,1,464650
Zavdiel,2026-03-12,09:27:24.0,2026-03-12T09:27:00.0,1,Missiles,1,464649
Vardon,2026-03-12,09:27:24.0,2026-03-12T09:27:00.0,1,Missiles,1,464648
Galon,2026-03-12,09:27:24.0,2026-03-12T09:27:00.0,1,Missiles,1,464647
Beit Nir,2026-03-12,09:27:24.0,2026-03-12T09:27:00.0,1,Missiles,1,464646
Beit Guvrin,2026-03-12,09:27:24.0,2026-03-12T09:27:00.0,1,Missiles,1,464645
Aluma,2026-03-12,09:27:24.0,2026-03-12T09:27:00.0,1,Missiles,1,464644
Kiryat Mal'akhi-Yoav train station,2026-03-12,09:27:24.0,2026-03-12T09:27:00.0,1,Missiles,1,464643
Sdeh Moshe,2026-03-12,09:27:24.0,2026-03-12T09:27:00.0,1,Missiles,1,464642
"Kiryat Gat , Karmei Gat",2026-03-12,09:27:24.0,2026-03-12T09:27:00.0,1,Missiles,1,464641
Uzza,2026-03-12,09:27:24.0,2026-03-12T09:27:00.0,1,Missiles,1,464640
Kfar Menachem,2026-03-12,09:27:24.0,2026-03-12T09:27:00.0,1,Missiles,1,464639
Gat,2026-03-12,09:27:24.0,2026-03-12T09:27:00.0,1,Missiles,1,464638
Al Azi,2026-03-12,09:27:24.0,2026-03-12T09:27:00.0,1,Missiles,1,464637
Kiryat Gat - Industrial Zone,2026-03-12,09:27:24.0,2026-03-12T09:27:00.0,1,Missiles,1,464636
Havat Telem North,2026-03-12,09:27:21.0,2026-03-12T09:27:00.0,1,Missiles,1,464635
Tirosh,2026-03-12,09:27:21.0,2026-03-12T09:27:00.0,1,Missiles,1,464634
Geffen,2026-03-12,09:27:21.0,2026-03-12T09:27:00.0,1,Missiles,1,464633
Tzalfon,2026-03-12,09:27:21.0,2026-03-12T09:27:00.0,1,Missiles,1,464632
Neveh Shalom,2026-03-12,09:27:21.0,2026-03-12T09:27:00.0,1,Missiles,1,464631
Kfar Uriah,2026-03-12,09:27:21.0,2026-03-12T09:27:00.0,1,Missiles,1,464630
Harel,2026-03-12,09:27:21.0,2026-03-12T09:27:00.0,1,Missiles,1,464629
Gizo,2026-03-12,09:27:21.0,2026-03-12T09:27:00.0,1,Missiles,1,464628
Brosh Industrial Zone,2026-03-12,09:27:17.0,2026-03-12T09:27:00.0,1,Missiles,1,464627
Nataf,2026-03-12,09:27:17.0,2026-03-12T09:27:00.0,1,Missiles,1,464625
Tarom,2026-03-12,09:27:17.0,2026-03-12T09:27:00.0,1,Missiles,1,464616
Taoz,2026-03-12,09:27:17.0,2026-03-12T09:27:00.0,1,Missiles,1,464615
Retorno - Givat Shesh,2026-03-12,09:27:17.0,2026-03-12T09:27:00.0,1,Missiles,1,464614
Tzora,2026-03-12,09:27:17.0,2026-03-12T09:27:00.0,1,Missiles,1,464613
Mesillat Zion,2026-03-12,09:27:17.0,2026-03-12T09:27:00.0,1,Missiles,1,464612
Yish'i,2026-03-12,09:27:17.0,2026-03-12T09:27:00.0,1,Missiles,1,464611
Givat Ishayahu,2026-03-12,09:27:16.0,2026-03-12T09:27:00.0,1,Missiles,1,464626
Srigim-Li On,2026-03-12,09:27:16.0,2026-03-12T09:27:00.0,1,Missiles,1,464624
Sdot Micha,2026-03-12,09:27:16.0,2026-03-12T09:27:00.0,1,Missiles,1,464623
Tzafririm,2026-03-12,09:27:16.0,2026-03-12T09:27:00.0,1,Missiles,1,464622
Agur,2026-03-12,09:27:16.0,2026-03-12T09:27:00.0,1,Missiles,1,464621
Nehusha,2026-03-12,09:27:16.0,2026-03-12T09:27:00.0,1,Missiles,1,464620
Luzit,2026-03-12,09:27:16.0,2026-03-12T09:27:00.0,1,Missiles,1,464619
Kfar Zoharim,2026-03-12,09:27:16.0,2026-03-12T09:27:00.0,1,Missiles,1,464618
Zekharia,2026-03-12,09:27:16.0,2026-03-12T09:27:00.0,1,Missiles,1,464617
Beit Meir,2026-03-12,09:27:12.0,2026-03-12T09:27:00.0,1,Missiles,1,464610
Naham,2026-03-12,09:27:12.0,2026-03-12T09:27:00.0,1,Missiles,1,464609
Beit Shemesh,2026-03-12,09:27:12.0,2026-03-12T09:27:00.0,1,Missiles,1,464608
Eshtaol,2026-03-12,09:27:12.0,2026-03-12T09:27:00.0,1,Missiles,1,464607
Har Tuv - Tzora Industrial Zone,2026-03-12,09:27:12.0,2026-03-12T09:27:00.0,1,Missiles,1,464606
Netiv HaLamed-Heh,2026-03-12,09:26:30.0,2026-03-12T09:27:00.0,1,Missiles,1,464605
Karmei Tzur,2026-03-12,09:26:20.0,2026-03-12T09:26:00.0,1,Missiles,1,464604
Mahsiya,2026-03-12,09:26:03.0,2026-03-12T09:26:00.0,1,Missiles,1,464603
Zanoah,2026-03-12,09:26:03.0,2026-03-12T09:26:00.0,1,Missiles,1,464602
Avnat,2026-03-12,09:25:57.0,2026-03-12T09:26:00.0,1,Missiles,1,464601
Aderet,2026-03-12,09:25:57.0,2026-03-12T09:26:00.0,1,Missiles,1,464600
Tekoa Dalet and Hei,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464599
Sde Boaz,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464598
Oz Ve'Gaon,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464597
Havat Kashuala,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464596
Havat Eden,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464595
Havat Eretzh Ha'Ayalim,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464594
Gvaot,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464593
Bar Kokhba,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464592
Beit HaBracha,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464591
Tel Zion,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464590
Shoresh,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464589
Shoeva,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464588
Ramat Raziel,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464587
Kiryat Yearim,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464586
Tzur Hadassa,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464585
Gush Etzion Junction,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464584
Aminadav,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464583
Ein Rafa,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464582
Ein Naqquba,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464581
Ness Harim,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464580
Neveh Ilan,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464579
Mata,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464578
Mevo Beitar,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464577
Kiryat Ye'arim Youth Village,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464576
Ksalon,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464575
Kokhav Ya'akov,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464574
Yad HaShmona,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464573
The Yellow Hill,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464572
Givat Yearim,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464571
Bar Giora,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464570
Even Sapir,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464569
Abu Gosh,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464568
Tko'a,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464567
Sdeh Bar,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464566
Rosh Tzurim,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464565
Industrial Park Migdal Oz,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464564
Nokdim,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464563
Neveh Michael (Rogalit),2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464562
Neveh Daniel,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464561
Ma'ale Rekhav'am,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464560
Migdal Oz,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464559
Kfar Etzion,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464558
Kfar Eldad,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464557
Givat Ze'ev,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464556
Giv'ot Eden,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464555
Givon HaHadasha,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464554
Bat Ayin,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464553
Beitar Illit,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464552
Efrat,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464551
Elazar,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464550
Alon Shvut,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464549
Aviezer,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464548
Kiryat Anavim,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464547
Tzuba,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464546
Ma'aleh HaHamisha,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464545
Mevasseret Zion,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464544
Har Adar,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464543
Beit Nekofa,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464542
Jerusalem - Qafr 'Aqab,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464541
Jerusalem - Atarot Industrial Zone,2026-03-12,09:25:56.0,2026-03-12T09:26:00.0,1,Missiles,1,464540
Ramat Migron,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464539
Kedar South,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464538
Kedem Arava,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464537
Almog Junction,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464536
Einot Kedem,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464535
Nofei Prat,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464534
Neveh Erez,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464533
Mitzpe Hagit,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464532
Mitzpe Danny,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464531
Migron,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464530
Havat Tzon Kedar,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464529
Havat Nahalat Tzvi,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464528
Havat Malkiel,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464527
Havat Yenon,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464526
Havat Hanina,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464525
Havat Haroe Haivri,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464524
Havat Bnayahu,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464523
Zohar's Farm,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464522
Beni Adam,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464521
Beit Hogla,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464520
Niran,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464519
Rimonim,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464518
Kalia,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464517
Almon,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464516
Na'ama,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464515
Megilot Regional Center,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464514
Mitzpeh Yericho,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464513
Ma'aleh Michmash,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464512
Mevuot Yericho,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464511
Kfar Edomim,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464510
Yitav,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464509
Vered Yericho,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464508
Geva Binyamin,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464507
Beit HaArava,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464506
Almog,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464505
Alon,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464504
Sha'ar Binyamin Industrial Zone,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464503
Ora,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464502
Kedar,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464501
Ma'aleh Edomim,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464500
Kalia Beach,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464499
Har Gilo,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464498
Mishor Edomim Industrial Zone,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464497
Motza Illit,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464496
Ein Kerem Boarding School,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464495
Beit Zayit,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464494
Jerusalem - North,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464493
Jerusalem - Center,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464492
Jerusalem - West,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464491
Jerusalem - East,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464490
Jerusalem - South,2026-03-12,09:25:54.0,2026-03-12T09:26:00.0,1,Missiles,1,464489
Sde Efrayim,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464434
Ramat Migron,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464433
Ofarim,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464432
Neria,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464431
Nofei Nehemiah,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464430
Elisha preparatory,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464429
Migron,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464428
Kerem Reim,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464427
Yevo Dodi,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464426
Tal Menashe,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464425
Horasha,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464424
Hermesh South,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464423
Homesh,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464422
Havat Shaharit,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464421
Havat Shuviel,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464420
Havat Sade,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464419
Havat Zrida,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464418
Havat Olam Hesed,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464417
Havat Hanal Shilo,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464416
Havat Nof Avi,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464415
Havat Neve Zuf,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464414
Havat Marom Shmuel,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464413
Havat Maginzi,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464412
Havat Megadlim,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464411
Havat Elchai,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464410
Havat El Naveh,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464409
Havat Avia,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464408
Dorot Illit,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464407
Gofna,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464406
Givat Porat Yosef,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464405
Givat Ha-Roe,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464404
Esh Kodesh,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464403
Ariel,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464402
Achita,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464401
Evyatar,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464400
Tel Zion,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464399
Shaked,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464398
Shilo,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464397
Shavei Shomron,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464396
Shvut Rachel,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464395
Reihan,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464394
Rechelim,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464393
Kdumim,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464392
Psagot,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464391
Paduel,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464390
Ofra,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464389
Einav,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464388
Amichai,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464387
Eli,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464386
Alei Zahav - Leshem,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464385
Atteret,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464384
Na'aleh,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464383
Nili,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464382
Nachliel,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464381
Neveh Tzuf,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464380
Ma'aleh Levona,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464379
Megadlim,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464378
Mevo Dotan,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464377
Kfar Tapuach,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464376
Kokhav Ya'akov,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464375
Itzhar,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464374
Talmon,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464373
Hermesh,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464372
Hinanit,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464371
Havat Gil'ad,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464370
Havat Avihai,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464369
Har Bracha,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464368
Dolev,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464367
Givat Harel,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464366
Giv'at Asaf,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464365
Brukhin,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464364
Beit Horon,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464363
Beit Arie,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464362
Beit El,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464361
Elon Moreh,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464360
Itamar,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464359
Sha'ar Binyamin Industrial Zone,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464358
Shahak industrial park,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464357
Barkan Industrial Park,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464356
Bar On Industrial Zone,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464355
Ariel Industrial Park,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464354
Avnei Hefetz,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464353
Revava,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464352
Karnei Shomron,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464351
Kiryat Netafim,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464350
Immanuel,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464349
Nofim,2026-03-12,09:22:20.0,2026-03-12T09:22:00.0,14,"In a few minutes, alerts are expected in your area",10,464348
