window_start_min,window_end_min,n_at_risk,events_in_window,empirical_conditional_prob,poisson_conditional_prob,refractory_ratio,lower_tail_pvalue
0.0,60.0,42,23,0.5476190476190477,0.39039209734026115,1.4027411193770896,0.98665
10.0,70.0,36,18,0.5,0.39039209734026115,1.2807636307356034,0.93315
20.0,80.0,29,13,0.4482758620689655,0.39039209734026115,1.1482708413491618,0.79435
30.0,90.0,24,8,0.3333333333333333,0.39039209734026115,0.8538424204904023,0.3662
40.0,100.0,22,8,0.36363636363636365,0.39039209734026115,0.9314644587168026,0.4878
50.0,110.0,21,8,0.38095238095238093,0.39039209734026115,0.9758199091318883,0.5631
60.0,120.0,19,6,0.3157894736842105,0.39039209734026115,0.8089033457277496,0.33855
70.0,130.0,18,6,0.3333333333333333,0.39039209734026115,0.8538424204904023,0.40445
80.0,140.0,16,5,0.3125,0.39039209734026115,0.8004772692097522,0.35095
90.0,150.0,16,5,0.3125,0.39039209734026115,0.8004772692097522,0.35765
100.0,160.0,14,4,0.2857142857142857,0.39039209734026115,0.7318649318489162,0.3061
110.0,170.0,13,4,0.3076923076923077,0.39039209734026115,0.7881622342988329,0.3821
120.0,180.0,13,4,0.3076923076923077,0.39039209734026115,0.7881622342988329,0.37445
130.0,190.0,12,3,0.25,0.39039209734026115,0.6403818153678017,0.24755
140.0,200.0,11,3,0.2727272727272727,0.39039209734026115,0.6985983440376019,0.32015
150.0,210.0,11,3,0.2727272727272727,0.39039209734026115,0.6985983440376019,0.3204
160.0,220.0,10,2,0.2,0.39039209734026115,0.5123054522942414,0.18375
170.0,230.0,9,1,0.1111111111111111,0.39039209734026115,0.2846141401634674,0.0786
180.0,240.0,9,1,0.1111111111111111,0.39039209734026115,0.2846141401634674,0.0749
190.0,250.0,9,1,0.1111111111111111,0.39039209734026115,0.2846141401634674,0.0786
200.0,260.0,8,0,0.0,0.39039209734026115,0.0,0.02015
210.0,270.0,8,1,0.125,0.39039209734026115,0.32019090768390085,0.11265
220.0,280.0,8,1,0.125,0.39039209734026115,0.32019090768390085,0.11965
230.0,290.0,8,1,0.125,0.39039209734026115,0.32019090768390085,0.11315
240.0,300.0,8,1,0.125,0.39039209734026115,0.32019090768390085,0.11545
250.0,310.0,8,3,0.375,0.39039209734026115,0.9605727230517026,0.62195
260.0,320.0,8,3,0.375,0.39039209734026115,0.9605727230517026,0.61815
270.0,330.0,7,3,0.42857142857142855,0.39039209734026115,1.0977973977733744,0.7289
280.0,340.0,7,3,0.42857142857142855,0.39039209734026115,1.0977973977733744,0.72945
290.0,350.0,7,3,0.42857142857142855,0.39039209734026115,1.0977973977733744,0.73155
300.0,360.0,7,3,0.42857142857142855,0.39039209734026115,1.0977973977733744,0.72805
310.0,370.0,5,1,0.2,0.39039209734026115,0.5123054522942414,0.3523
320.0,380.0,5,1,0.2,0.39039209734026115,0.5123054522942414,0.3521
330.0,390.0,4,0,0.0,0.39039209734026115,0.0,0.1393
340.0,400.0,4,0,0.0,0.39039209734026115,0.0,0.1415
350.0,410.0,4,0,0.0,0.39039209734026115,0.0,0.1375
360.0,420.0,4,0,0.0,0.39039209734026115,0.0,0.1393
370.0,430.0,4,1,0.25,0.39039209734026115,0.6403818153678017,0.4965
380.0,440.0,4,1,0.25,0.39039209734026115,0.6403818153678017,0.48975
390.0,450.0,4,1,0.25,0.39039209734026115,0.6403818153678017,0.4905
400.0,460.0,4,1,0.25,0.39039209734026115,0.6403818153678017,0.497
410.0,470.0,4,2,0.5,0.39039209734026115,1.2807636307356034,0.83065
420.0,480.0,4,2,0.5,0.39039209734026115,1.2807636307356034,0.83015
430.0,490.0,3,1,0.3333333333333333,0.39039209734026115,0.8538424204904023,0.66725
440.0,500.0,3,1,0.3333333333333333,0.39039209734026115,0.8538424204904023,0.6629
450.0,510.0,3,1,0.3333333333333333,0.39039209734026115,0.8538424204904023,0.66185
460.0,520.0,3,1,0.3333333333333333,0.39039209734026115,0.8538424204904023,0.66105
470.0,530.0,2,0,0.0,0.39039209734026115,0.0,0.37195
480.0,540.0,2,0,0.0,0.39039209734026115,0.0,0.37215
490.0,550.0,2,0,0.0,0.39039209734026115,0.0,0.375
500.0,560.0,2,0,0.0,0.39039209734026115,0.0,0.37575
510.0,570.0,2,0,0.0,0.39039209734026115,0.0,0.3687
520.0,580.0,2,0,0.0,0.39039209734026115,0.0,0.368
530.0,590.0,2,0,0.0,0.39039209734026115,0.0,0.36735
540.0,600.0,2,1,0.5,0.39039209734026115,1.2807636307356034,0.8452
550.0,610.0,2,1,0.5,0.39039209734026115,1.2807636307356034,0.8461
560.0,620.0,2,1,0.5,0.39039209734026115,1.2807636307356034,0.8458
570.0,630.0,2,1,0.5,0.39039209734026115,1.2807636307356034,0.84805
